img_fName,class_label,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr
new_image_train_00018_190.jpeg,culiseta,,,,,,
new_image_train_00029_1431.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_3708.jpeg,culiseta,,,,,,
new_image_train_00029_2472.jpeg,japonicus/koreicus,,,,,,
train_02176.jpeg,culex,3024.0,4032.0,790.0,1442.0,1658.0,1943.0
new_image_train_00172_3036.jpeg,aegypti,,,,,,
train_08250.jpeg,culex,4000.0,3000.0,2028.0,1220.0,2355.0,1585.0
train_04725.jpeg,albopictus,956.0,2048.0,144.0,776.0,763.0,1659.0
train_05683.jpeg,albopictus,1440.0,2960.0,221.0,886.0,910.0,1697.0
new_image_train_00172_1460.jpeg,aegypti,,,,,,
new_image_train_00029_3579.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_3732.jpeg,culiseta,,,,,,
train_04653.jpeg,culex,3024.0,4032.0,1240.0,1752.0,1500.0,2002.0
new_image_train_00029_3488.jpeg,japonicus/koreicus,,,,,,
train_00044.jpeg,albopictus,2448.0,3264.0,897.0,1298.0,1337.0,1616.0
train_00517.jpeg,culex,3024.0,4032.0,1143.0,1870.0,1614.0,2262.0
new_image_train_00029_3781.jpeg,japonicus/koreicus,,,,,,
train_09509.jpeg,albopictus,3472.0,4624.0,2036.0,2253.0,2379.0,2633.0
train_04158.jpeg,culiseta,3024.0,4032.0,1100.0,1840.0,2548.0,3187.0
new_image_train_00029_2517.jpeg,japonicus/koreicus,,,,,,
train_04618.jpeg,albopictus,2079.0,2670.0,368.0,441.0,614.0,666.0
train_02536.jpeg,culex,1080.0,1058.0,390.0,457.0,846.0,840.0
new_image_train_00018_1298.jpeg,culiseta,,,,,,
new_image_train_00172_3599.jpeg,aegypti,,,,,,
new_image_train_00029_3054.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_2997.jpeg,anopheles,,,,,,
new_image_train_00006_3009.jpeg,anopheles,,,,,,
new_image_train_00018_2528.jpeg,culiseta,,,,,,
new_image_train_00018_751.jpeg,culiseta,,,,,,
new_image_train_00006_1324.jpeg,anopheles,,,,,,
new_image_train_00029_3837.jpeg,japonicus/koreicus,,,,,,
train_03891.jpeg,culex,4000.0,3000.0,1798.0,705.0,2894.0,2184.0
train_05357.jpeg,albopictus,4000.0,3000.0,1506.0,830.0,2841.0,1918.0
new_image_train_00172_4101.jpeg,aegypti,,,,,,
new_image_train_00006_2247.jpeg,anopheles,,,,,,
train_03511.jpeg,culex,4000.0,1848.0,1564.0,367.0,2177.0,1318.0
train_03158.jpeg,albopictus,1035.0,1066.0,416.0,265.0,793.0,698.0
train_06378.jpeg,albopictus,3024.0,4032.0,531.0,857.0,2013.0,2826.0
train_07124.jpeg,albopictus,4248.0,5664.0,1649.0,2947.0,2167.0,3391.0
new_image_train_00172_1555.jpeg,aegypti,,,,,,
new_image_train_00018_1630.jpeg,culiseta,,,,,,
new_image_train_00172_606.jpeg,aegypti,,,,,,
train_04785.jpeg,albopictus,3840.0,5120.0,676.0,1650.0,2386.0,2798.0
new_image_train_00172_2288.jpeg,aegypti,,,,,,
train_08262.jpeg,culex,1960.0,4032.0,781.0,1795.0,1120.0,2255.0
new_image_train_00029_678.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_4116.jpeg,anopheles,,,,,,
train_04272.jpeg,culex,1365.0,1024.0,137.0,222.0,842.0,821.0
new_image_train_00029_2424.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_894.jpeg,aegypti,,,,,,
new_image_train_00172_4250.jpeg,aegypti,,,,,,
new_image_train_00006_943.jpeg,anopheles,,,,,,
new_image_train_00029_391.jpeg,japonicus/koreicus,,,,,,
train_01068.jpeg,culex,3024.0,4032.0,1148.0,1862.0,1744.0,2296.0
new_image_train_00006_3.jpeg,anopheles,,,,,,
new_image_train_00172_274.jpeg,aegypti,,,,,,
new_image_train_00006_1329.jpeg,anopheles,,,,,,
new_image_train_00029_913.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_1075.jpeg,culiseta,,,,,,
new_image_train_00006_276.jpeg,anopheles,,,,,,
new_image_train_00172_406.jpeg,aegypti,,,,,,
train_07280.jpeg,culex,1543.0,2002.0,566.0,697.0,854.0,1108.0
new_image_train_00006_3503.jpeg,anopheles,,,,,,
new_image_train_00029_648.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_2847.jpeg,aegypti,,,,,,
new_image_train_00006_2119.jpeg,anopheles,,,,,,
new_image_train_00018_1177.jpeg,culiseta,,,,,,
new_image_train_00006_3831.jpeg,anopheles,,,,,,
new_image_train_00029_2614.jpeg,japonicus/koreicus,,,,,,
train_04977.jpeg,albopictus,593.0,521.0,164.0,1.0,505.0,427.0
train_00128.jpeg,culex,1365.0,1024.0,362.0,308.0,540.0,446.0
train_02526.jpeg,culex,3024.0,4032.0,904.0,1149.0,2115.0,2798.0
new_image_train_00006_850.jpeg,anopheles,,,,,,
train_08632.jpeg,culex,3024.0,4032.0,1041.0,2024.0,2182.0,2777.0
new_image_train_00006_2032.jpeg,anopheles,,,,,,
train_08125.jpeg,culex,1024.0,1365.0,387.0,342.0,725.0,667.0
train_04382.jpeg,albopictus,302.0,403.0,14.0,64.0,279.0,337.0
new_image_train_00029_1153.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_776.jpeg,aegypti,,,,,,
new_image_train_00018_1915.jpeg,culiseta,,,,,,
train_06722.jpeg,albopictus,2976.0,3968.0,811.0,770.0,2976.0,3707.0
new_image_train_00006_2695.jpeg,anopheles,,,,,,
train_06865.jpeg,culex,2976.0,3968.0,1216.0,1619.0,1600.0,1949.0
new_image_train_00172_2704.jpeg,aegypti,,,,,,
new_image_train_00029_1731.jpeg,japonicus/koreicus,,,,,,
train_08505.jpeg,culex,4624.0,3472.0,1722.0,1394.0,2637.0,2079.0
train_08046.jpeg,culex,1024.0,1365.0,8.0,117.0,936.0,1269.0
new_image_train_00029_2384.jpeg,japonicus/koreicus,,,,,,
train_07802.jpeg,culex,768.0,1024.0,380.0,458.0,461.0,546.0
train_03719.jpeg,albopictus,586.0,782.0,135.0,253.0,464.0,566.0
train_07123.jpeg,japonicus/koreicus,3456.0,4608.0,1131.0,2160.0,2375.0,3637.0
new_image_train_00172_3875.jpeg,aegypti,,,,,,
train_09691.jpeg,culex,469.0,1024.0,208.0,410.0,304.0,565.0
new_image_train_00018_2796.jpeg,culiseta,,,,,,
train_01502.jpeg,culex,1024.0,1820.0,423.0,554.0,553.0,733.0
train_04708.jpeg,culex,2273.0,1024.0,1053.0,123.0,1945.0,911.0
new_image_train_00029_359.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3840.jpeg,anopheles,,,,,,
new_image_train_00018_151.jpeg,culiseta,,,,,,
new_image_train_00172_2595.jpeg,aegypti,,,,,,
train_04916.jpeg,culex,3024.0,4032.0,985.0,1649.0,1633.0,2323.0
new_image_train_00006_2830.jpeg,anopheles,,,,,,
new_image_train_00006_4519.jpeg,anopheles,,,,,,
new_image_train_00018_2632.jpeg,culiseta,,,,,,
new_image_train_00029_2239.jpeg,japonicus/koreicus,,,,,,
train_03915.jpeg,albopictus,3264.0,2448.0,1117.0,843.0,1569.0,1242.0
new_image_train_00006_519.jpeg,anopheles,,,,,,
new_image_train_00006_2112.jpeg,anopheles,,,,,,
train_00147.jpeg,culex,3024.0,4032.0,749.0,1688.0,1853.0,2646.0
new_image_train_00029_773.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_1965.jpeg,culiseta,,,,,,
train_04899.jpeg,albopictus,1613.0,1267.0,659.0,359.0,1142.0,990.0
train_03445.jpeg,culex,1024.0,1365.0,473.0,635.0,644.0,790.0
new_image_train_00172_4222.jpeg,aegypti,,,,,,
new_image_train_00006_2956.jpeg,anopheles,,,,,,
new_image_train_00006_3754.jpeg,anopheles,,,,,,
train_10130.jpeg,albopictus,2340.0,4160.0,640.0,1837.0,1107.0,2336.0
train_00476.jpeg,culex,768.0,1024.0,338.0,455.0,405.0,559.0
train_06234.jpeg,culex,1932.0,2576.0,641.0,1160.0,1186.0,1807.0
train_10106.jpeg,culex,3024.0,4032.0,2009.0,1674.0,2389.0,2158.0
new_image_train_00172_2463.jpeg,aegypti,,,,,,
train_00404.jpeg,culex,768.0,1024.0,59.0,64.0,592.0,618.0
new_image_train_00172_3155.jpeg,aegypti,,,,,,
new_image_train_00029_2881.jpeg,japonicus/koreicus,,,,,,
train_05343.jpeg,culex,1024.0,2107.0,533.0,799.0,876.0,1125.0
new_image_train_00172_529.jpeg,aegypti,,,,,,
train_04975.jpeg,culex,1170.0,2532.0,133.0,848.0,883.0,1914.0
new_image_train_00006_3180.jpeg,anopheles,,,,,,
new_image_train_00172_847.jpeg,aegypti,,,,,,
new_image_train_00006_4476.jpeg,anopheles,,,,,,
new_image_train_00018_3367.jpeg,culiseta,,,,,,
new_image_train_00006_2160.jpeg,anopheles,,,,,,
train_06101.jpeg,albopictus,768.0,1024.0,360.0,521.0,503.0,669.0
new_image_train_00018_38.jpeg,culiseta,,,,,,
train_06812.jpeg,culex,3024.0,4032.0,1003.0,2623.0,1579.0,3180.0
new_image_train_00018_3595.jpeg,culiseta,,,,,,
train_07046.jpeg,albopictus,3000.0,4000.0,602.0,1698.0,2349.0,3286.0
new_image_train_00172_4333.jpeg,aegypti,,,,,,
train_10294.jpeg,culex,3000.0,4000.0,622.0,745.0,1645.0,2835.0
new_image_train_00029_293.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_3524.jpeg,japonicus/koreicus,,,,,,
train_03574.jpeg,culex,720.0,1600.0,131.0,533.0,419.0,907.0
new_image_train_00018_1573.jpeg,culiseta,,,,,,
new_image_train_00172_2363.jpeg,aegypti,,,,,,
train_02921.jpeg,culiseta,768.0,1024.0,271.0,400.0,562.0,662.0
train_01967.jpeg,culex,982.0,1042.0,282.0,455.0,675.0,781.0
new_image_train_00172_3960.jpeg,aegypti,,,,,,
new_image_train_00172_3379.jpeg,aegypti,,,,,,
train_09532.jpeg,culex,3496.0,4656.0,1542.0,1507.0,2293.0,2222.0
new_image_train_00172_2919.jpeg,aegypti,,,,,,
train_02475.jpeg,albopictus,768.0,1024.0,138.0,286.0,568.0,829.0
new_image_train_00029_444.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_3710.jpeg,culiseta,,,,,,
train_10330.jpeg,culex,1024.0,1820.0,325.0,817.0,735.0,1167.0
new_image_train_00029_426.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3136.jpeg,anopheles,,,,,,
train_04759.jpeg,albopictus,3000.0,4000.0,1176.0,2270.0,2019.0,2994.0
train_09915.jpeg,culex,768.0,1024.0,331.0,707.0,420.0,784.0
new_image_train_00029_1303.jpeg,japonicus/koreicus,,,,,,
train_05354.jpeg,albopictus,3264.0,2448.0,1126.0,736.0,2213.0,1652.0
train_01707.jpeg,culex,2992.0,2992.0,1143.0,700.0,2209.0,1577.0
train_04298.jpeg,culex,3024.0,4032.0,1155.0,1233.0,1978.0,2159.0
new_image_train_00006_4128.jpeg,anopheles,,,,,,
train_08792.jpeg,culex,1024.0,1820.0,416.0,794.0,646.0,1003.0
train_07267.jpeg,albopictus,768.0,1024.0,97.0,154.0,590.0,534.0
new_image_train_00029_1837.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_1876.jpeg,aegypti,,,,,,
new_image_train_00029_2150.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_3372.jpeg,culiseta,,,,,,
train_04227.jpeg,albopictus,1024.0,1365.0,390.0,257.0,612.0,558.0
new_image_train_00172_2735.jpeg,aegypti,,,,,,
new_image_train_00006_3186.jpeg,anopheles,,,,,,
train_05270.jpeg,culex,960.0,1280.0,238.0,305.0,809.0,776.0
new_image_train_00006_2929.jpeg,anopheles,,,,,,
new_image_train_00172_4525.jpeg,aegypti,,,,,,
train_10098.jpeg,anopheles,883.0,883.0,165.0,182.0,698.0,580.0
train_07876.jpeg,culiseta,3456.0,4608.0,606.0,1597.0,2613.0,3703.0
new_image_train_00172_3259.jpeg,aegypti,,,,,,
new_image_train_00018_3101.jpeg,culiseta,,,,,,
new_image_train_00006_2734.jpeg,anopheles,,,,,,
train_05110.jpeg,culex,768.0,1024.0,226.0,391.0,440.0,553.0
new_image_train_00018_3835.jpeg,culiseta,,,,,,
new_image_train_00172_2954.jpeg,aegypti,,,,,,
train_03474.jpeg,japonicus/koreicus,2592.0,1168.0,946.0,214.0,1637.0,967.0
new_image_train_00018_1201.jpeg,culiseta,,,,,,
train_01680.jpeg,albopictus,901.0,901.0,364.0,334.0,630.0,558.0
new_image_train_00172_4049.jpeg,aegypti,,,,,,
new_image_train_00172_2196.jpeg,aegypti,,,,,,
new_image_train_00029_3401.jpeg,japonicus/koreicus,,,,,,
train_08568.jpeg,albopictus,3264.0,2448.0,710.0,750.0,1930.0,1520.0
new_image_train_00006_3971.jpeg,anopheles,,,,,,
train_09451.jpeg,albopictus,3024.0,4032.0,1191.0,1439.0,2500.0,2302.0
new_image_train_00029_1363.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_2072.jpeg,aegypti,,,,,,
new_image_train_00006_1182.jpeg,anopheles,,,,,,
train_00151.jpeg,albopictus,3024.0,4032.0,1608.0,2034.0,2419.0,2988.0
train_07278.jpeg,albopictus,350.0,612.0,88.0,95.0,293.0,375.0
new_image_train_00029_3454.jpeg,japonicus/koreicus,,,,,,
train_07079.jpeg,albopictus,3000.0,4000.0,1346.0,2039.0,1758.0,2504.0
new_image_train_00029_2259.jpeg,japonicus/koreicus,,,,,,
train_06647.jpeg,japonicus/koreicus,2976.0,3968.0,1339.0,1573.0,1940.0,2199.0
new_image_train_00006_2827.jpeg,anopheles,,,,,,
train_04031.jpeg,culex,1419.0,2160.0,420.0,809.0,1212.0,1390.0
train_10310.jpeg,albopictus,2976.0,3968.0,1900.0,1280.0,2163.0,1653.0
train_07218.jpeg,japonicus/koreicus,3024.0,4032.0,411.0,1469.0,2626.0,2609.0
train_05893.jpeg,culiseta,460.0,1024.0,80.0,475.0,375.0,765.0
new_image_train_00018_8.jpeg,culiseta,,,,,,
new_image_train_00018_3333.jpeg,culiseta,,,,,,
train_06519.jpeg,culiseta,3024.0,4032.0,1119.0,1599.0,1632.0,2154.0
new_image_train_00018_1061.jpeg,culiseta,,,,,,
new_image_train_00018_2504.jpeg,culiseta,,,,,,
train_03416.jpeg,culex,1024.0,1365.0,60.0,368.0,687.0,978.0
train_05620.jpeg,albopictus,3024.0,4032.0,0.0,1447.0,2396.0,3347.0
new_image_train_00172_3564.jpeg,aegypti,,,,,,
new_image_train_00018_1072.jpeg,culiseta,,,,,,
new_image_train_00006_3070.jpeg,anopheles,,,,,,
new_image_train_00006_2201.jpeg,anopheles,,,,,,
train_07197.jpeg,albopictus,3468.0,2411.0,512.0,286.0,2948.0,1993.0
new_image_train_00006_4276.jpeg,anopheles,,,,,,
new_image_train_00172_2951.jpeg,aegypti,,,,,,
new_image_train_00006_227.jpeg,anopheles,,,,,,
new_image_train_00172_925.jpeg,aegypti,,,,,,
new_image_train_00029_2787.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_2601.jpeg,anopheles,,,,,,
new_image_train_00018_627.jpeg,culiseta,,,,,,
new_image_train_00029_2007.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3649.jpeg,anopheles,,,,,,
new_image_train_00029_4025.jpeg,japonicus/koreicus,,,,,,
train_07632.jpeg,culex,3024.0,4032.0,752.0,1940.0,2069.0,3082.0
new_image_train_00006_55.jpeg,anopheles,,,,,,
new_image_train_00006_3567.jpeg,anopheles,,,,,,
train_10149.jpeg,albopictus,1908.0,4032.0,717.0,1256.0,1115.0,1680.0
train_10354.jpeg,albopictus,1157.0,1157.0,367.0,315.0,676.0,764.0
new_image_train_00172_2347.jpeg,aegypti,,,,,,
train_06973.jpeg,albopictus,1152.0,1068.0,320.0,285.0,738.0,776.0
train_00921.jpeg,culex,3024.0,4032.0,825.0,1429.0,2712.0,2871.0
new_image_train_00029_2634.jpeg,japonicus/koreicus,,,,,,
train_09159.jpeg,albopictus,1836.0,3264.0,781.0,1903.0,1186.0,2409.0
new_image_train_00018_2795.jpeg,culiseta,,,,,,
train_08838.jpeg,albopictus,2448.0,3264.0,903.0,1451.0,1525.0,1909.0
new_image_train_00029_1945.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_2990.jpeg,culiseta,,,,,,
new_image_train_00172_2638.jpeg,aegypti,,,,,,
new_image_train_00018_687.jpeg,culiseta,,,,,,
train_05975.jpeg,albopictus,1488.0,1984.0,307.0,925.0,880.0,1489.0
train_01121.jpeg,culex,768.0,1024.0,294.0,682.0,428.0,825.0
new_image_train_00018_2656.jpeg,culiseta,,,,,,
new_image_train_00006_3232.jpeg,anopheles,,,,,,
new_image_train_00018_697.jpeg,culiseta,,,,,,
new_image_train_00018_2107.jpeg,culiseta,,,,,,
new_image_train_00029_1720.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3039.jpeg,anopheles,,,,,,
new_image_train_00018_3047.jpeg,culiseta,,,,,,
new_image_train_00029_2001.jpeg,japonicus/koreicus,,,,,,
train_00334.jpeg,culex,768.0,1024.0,245.0,361.0,530.0,637.0
new_image_train_00006_2986.jpeg,anopheles,,,,,,
train_09247.jpeg,culex,4032.0,3024.0,1971.0,1779.0,2563.0,2505.0
new_image_train_00018_3966.jpeg,culiseta,,,,,,
train_05575.jpeg,albopictus,1080.0,1920.0,351.0,613.0,700.0,951.0
new_image_train_00172_4355.jpeg,aegypti,,,,,,
train_08305.jpeg,culex,768.0,1024.0,161.0,396.0,331.0,563.0
train_05501.jpeg,culex,1024.0,1365.0,263.0,535.0,582.0,751.0
new_image_train_00006_4314.jpeg,anopheles,,,,,,
train_06391.jpeg,culex,1560.0,1531.0,319.0,367.0,1328.0,1202.0
new_image_train_00006_2694.jpeg,anopheles,,,,,,
new_image_train_00172_23.jpeg,aegypti,,,,,,
new_image_train_00006_2714.jpeg,anopheles,,,,,,
new_image_train_00172_3027.jpeg,aegypti,,,,,,
new_image_train_00172_473.jpeg,aegypti,,,,,,
new_image_train_00006_633.jpeg,anopheles,,,,,,
new_image_train_00006_1271.jpeg,anopheles,,,,,,
new_image_train_00006_4255.jpeg,anopheles,,,,,,
new_image_train_00006_3063.jpeg,anopheles,,,,,,
train_07742.jpeg,albopictus,1936.0,2592.0,756.0,740.0,1040.0,1084.0
train_09954.jpeg,albopictus,768.0,1024.0,202.0,139.0,574.0,569.0
train_03142.jpeg,albopictus,4160.0,3120.0,2669.0,1657.0,3047.0,2047.0
train_03397.jpeg,albopictus,3024.0,4032.0,848.0,2009.0,1311.0,2790.0
new_image_train_00029_620.jpeg,japonicus/koreicus,,,,,,
train_02979.jpeg,culex,768.0,1024.0,278.0,510.0,473.0,686.0
new_image_train_00029_3879.jpeg,japonicus/koreicus,,,,,,
new_image_train_00018_3175.jpeg,culiseta,,,,,,
new_image_train_00029_3844.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_1742.jpeg,anopheles,,,,,,
train_03914.jpeg,albopictus,3264.0,1952.0,1002.0,340.0,2378.0,1479.0
new_image_train_00018_1889.jpeg,culiseta,,,,,,
new_image_train_00029_2927.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_1900.jpeg,anopheles,,,,,,
new_image_train_00172_2120.jpeg,aegypti,,,,,,
new_image_train_00172_3313.jpeg,aegypti,,,,,,
new_image_train_00006_485.jpeg,anopheles,,,,,,
new_image_train_00172_1483.jpeg,aegypti,,,,,,
train_03477.jpeg,culex,1080.0,2280.0,129.0,623.0,840.0,1573.0
new_image_train_00172_1194.jpeg,aegypti,,,,,,
train_08150.jpeg,culex,1365.0,1024.0,347.0,244.0,931.0,718.0
new_image_train_00006_1803.jpeg,anopheles,,,,,,
new_image_train_00172_842.jpeg,aegypti,,,,,,
new_image_train_00018_2023.jpeg,culiseta,,,,,,
train_00408.jpeg,culex,3000.0,4000.0,1159.0,2158.0,1506.0,2542.0
train_09346.jpeg,albopictus,1024.0,1365.0,257.0,566.0,680.0,902.0
train_07581.jpeg,albopictus,1024.0,1365.0,360.0,661.0,605.0,931.0
train_06446.jpeg,culex,768.0,1024.0,260.0,630.0,563.0,848.0
new_image_train_00172_2304.jpeg,aegypti,,,,,,
new_image_train_00029_1976.jpeg,japonicus/koreicus,,,,,,
train_05449.jpeg,albopictus,3024.0,4032.0,1087.0,2025.0,1379.0,2312.0
new_image_train_00172_4109.jpeg,aegypti,,,,,,
new_image_train_00172_1670.jpeg,aegypti,,,,,,
train_03597.jpeg,culex,828.0,1792.0,316.0,710.0,602.0,953.0
train_00273.jpeg,culex,768.0,1024.0,321.0,372.0,434.0,501.0
new_image_train_00006_2616.jpeg,anopheles,,,,,,
new_image_train_00029_3275.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_4182.jpeg,anopheles,,,,,,
new_image_train_00018_2923.jpeg,culiseta,,,,,,
new_image_train_00172_525.jpeg,aegypti,,,,,,
new_image_train_00006_683.jpeg,anopheles,,,,,,
train_06577.jpeg,japonicus/koreicus,1024.0,1365.0,141.0,445.0,973.0,1191.0
new_image_train_00029_2811.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_2352.jpeg,aegypti,,,,,,
new_image_train_00018_2356.jpeg,culiseta,,,,,,
new_image_train_00029_2763.jpeg,japonicus/koreicus,,,,,,
train_07086.jpeg,albopictus,3120.0,4160.0,455.0,1221.0,1344.0,2084.0
new_image_train_00006_3543.jpeg,anopheles,,,,,,
new_image_train_00006_3054.jpeg,anopheles,,,,,,
train_08646.jpeg,albopictus,1160.0,1312.0,358.0,368.0,722.0,713.0
train_01102.jpeg,culex,3024.0,4032.0,1300.0,1717.0,1650.0,2220.0
train_08378.jpeg,culiseta,768.0,1024.0,184.0,341.0,345.0,528.0
new_image_train_00006_335.jpeg,anopheles,,,,,,
train_01094.jpeg,albopictus,4208.0,2368.0,1074.0,823.0,1867.0,1399.0
new_image_train_00006_4526.jpeg,anopheles,,,,,,
new_image_train_00018_3407.jpeg,culiseta,,,,,,
new_image_train_00172_1309.jpeg,aegypti,,,,,,
train_05045.jpeg,culex,3024.0,4032.0,747.0,1200.0,1916.0,2482.0
new_image_train_00172_3468.jpeg,aegypti,,,,,,
train_09206.jpeg,anopheles,768.0,1024.0,80.0,285.0,390.0,618.0
new_image_train_00029_2059.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_1676.jpeg,anopheles,,,,,,
new_image_train_00029_415.jpeg,japonicus/koreicus,,,,,,
train_02122.jpeg,albopictus,4160.0,2340.0,764.0,522.0,2197.0,1800.0
new_image_train_00006_2087.jpeg,anopheles,,,,,,
train_00772.jpeg,culex,2057.0,2133.0,670.0,567.0,1330.0,1513.0
new_image_train_00029_2715.jpeg,japonicus/koreicus,,,,,,
train_01656.jpeg,albopictus,3468.0,4624.0,1049.0,1982.0,2135.0,2809.0
train_04295.jpeg,japonicus/koreicus,4656.0,3492.0,2422.0,1315.0,3110.0,1809.0
new_image_train_00029_3864.jpeg,japonicus/koreicus,,,,,,
train_00410.jpeg,culex,4128.0,3096.0,1020.0,920.0,3457.0,2020.0
new_image_train_00006_4083.jpeg,anopheles,,,,,,
new_image_train_00018_1048.jpeg,culiseta,,,,,,
new_image_train_00029_318.jpeg,japonicus/koreicus,,,,,,
train_06216.jpeg,culex,3024.0,4032.0,1209.0,1680.0,1614.0,2406.0
train_09719.jpeg,culex,3024.0,4032.0,669.0,1305.0,2128.0,3206.0
new_image_train_00172_4373.jpeg,aegypti,,,,,,
train_07204.jpeg,culex,1224.0,1245.0,414.0,390.0,834.0,909.0
train_01993.jpeg,culiseta,1600.0,1200.0,254.0,229.0,1600.0,1119.0
new_image_train_00006_2303.jpeg,anopheles,,,,,,
train_06258.jpeg,albopictus,3200.0,1824.0,1304.0,640.0,1957.0,1208.0
train_09737.jpeg,culex,1024.0,1365.0,367.0,502.0,543.0,693.0
new_image_train_00006_1107.jpeg,anopheles,,,,,,
new_image_train_00006_446.jpeg,anopheles,,,,,,
new_image_train_00006_4355.jpeg,anopheles,,,,,,
new_image_train_00029_4128.jpeg,japonicus/koreicus,,,,,,
train_03868.jpeg,albopictus,8000.0,6000.0,2851.0,2561.0,3912.0,3705.0
new_image_train_00029_2801.jpeg,japonicus/koreicus,,,,,,
new_image_train_00006_3598.jpeg,anopheles,,,,,,
new_image_train_00006_2437.jpeg,anopheles,,,,,,
new_image_train_00172_1299.jpeg,aegypti,,,,,,
train_07073.jpeg,albopictus,495.0,647.0,83.0,230.0,353.0,477.0
train_06811.jpeg,albopictus,2223.0,2683.0,570.0,494.0,913.0,723.0
new_image_train_00018_2673.jpeg,culiseta,,,,,,
new_image_train_00172_2143.jpeg,aegypti,,,,,,
new_image_train_00172_673.jpeg,aegypti,,,,,,
train_01299.jpeg,culex,768.0,1024.0,273.0,490.0,410.0,637.0
train_03374.jpeg,culex,1836.0,3264.0,469.0,1628.0,1235.0,2096.0
new_image_train_00029_2736.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_3107.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_3086.jpeg,aegypti,,,,,,
new_image_train_00029_1710.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_3711.jpeg,aegypti,,,,,,
train_08793.jpeg,culex,768.0,1024.0,361.0,658.0,460.0,748.0
train_03931.jpeg,albopictus,3024.0,4032.0,1140.0,1252.0,1567.0,1934.0
train_05964.jpeg,culex,3024.0,4032.0,1125.0,1703.0,1651.0,2236.0
new_image_train_00172_1271.jpeg,aegypti,,,,,,
new_image_train_00018_105.jpeg,culiseta,,,,,,
new_image_train_00018_3632.jpeg,culiseta,,,,,,
train_10082.jpeg,albopictus,1086.0,781.0,410.0,207.0,821.0,543.0
new_image_train_00006_3753.jpeg,anopheles,,,,,,
train_08554.jpeg,albopictus,2620.0,4656.0,1142.0,1815.0,1406.0,2086.0
train_07728.jpeg,culex,594.0,606.0,161.0,205.0,408.0,440.0
new_image_train_00172_4267.jpeg,aegypti,,,,,,
train_10329.jpeg,culex,768.0,1024.0,410.0,272.0,515.0,415.0
new_image_train_00006_2887.jpeg,anopheles,,,,,,
new_image_train_00018_110.jpeg,culiseta,,,,,,
train_04015.jpeg,albopictus,1649.0,1827.0,405.0,487.0,938.0,1012.0
train_05249.jpeg,culex,2576.0,1932.0,1070.0,711.0,1949.0,1259.0
new_image_train_00172_1482.jpeg,aegypti,,,,,,
train_08413.jpeg,albopictus,3000.0,4000.0,1340.0,2926.0,1804.0,3483.0
new_image_train_00006_2578.jpeg,anopheles,,,,,,
new_image_train_00172_3798.jpeg,aegypti,,,,,,
new_image_train_00018_31.jpeg,culiseta,,,,,,
train_08347.jpeg,culiseta,768.0,1024.0,286.0,396.0,412.0,578.0
new_image_train_00172_1673.jpeg,aegypti,,,,,,
new_image_train_00029_3595.jpeg,japonicus/koreicus,,,,,,
new_image_train_00029_1449.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_3572.jpeg,aegypti,,,,,,
train_01092.jpeg,albopictus,3016.0,4032.0,1202.0,1187.0,1588.0,1716.0
train_06756.jpeg,albopictus,3024.0,4032.0,1349.0,2050.0,1725.0,2352.0
train_07787.jpeg,albopictus,3024.0,4032.0,930.0,947.0,2116.0,2673.0
train_03722.jpeg,culex,1024.0,1365.0,128.0,222.0,707.0,876.0
new_image_train_00018_3285.jpeg,culiseta,,,,,,
new_image_train_00172_697.jpeg,aegypti,,,,,,
new_image_train_00006_2299.jpeg,anopheles,,,,,,
new_image_train_00029_3434.jpeg,japonicus/koreicus,,,,,,
new_image_train_00172_2921.jpeg,aegypti,,,,,,
